customer_key,customer_code,geography_key,customer_name,education,occupation
11351,22350,276,"Powell, Riley",High School,Skilled Manual
11352,22351,258,"Davis, Sarah",High School,Skilled Manual
11353,22352,67,"Moore, Elizabeth",High School,Skilled Manual
11356,22355,57,"Jones, Logan",High School,Skilled Manual
11357,22356,63,"Ward, Charles",High School,Skilled Manual
11358,22357,61,"Lal, Justin",High School,Skilled Manual
11359,22358,61,"Butler, Sydney",Partial College,Clerical
11361,22360,258,"Collins, Caleb",Partial College,Clerical
11362,22361,73,"White, Nathan",Partial College,Clerical
11363,22362,58,"Russell, Austin",Graduate Degree,Skilled Manual
11365,22364,81,"Jenkins, Katherine",Graduate Degree,Skilled Manual
11366,22365,82,"Richardson, Sebastian",Graduate Degree,Skilled Manual
11368,22367,77,"Griffin, Jasmine",Graduate Degree,Skilled Manual
11369,22368,273,"Ross, Edward",Partial College,Clerical
11370,22369,48,"Deng, Louis",Graduate Degree,Skilled Manual
11371,22370,67,"Patterson, Carol",Graduate Degree,Skilled Manual
11373,22372,82,"Perry, Melanie",Graduate Degree,Skilled Manual
11375,22374,265,"Patterson, Luke",Graduate Degree,Skilled Manual
11376,22375,68,"Williams, Jasmine",Graduate Degree,Skilled Manual
11377,22376,199,"Martin, Marcus",Graduate Degree,Skilled Manual
11381,22380,12,"Nath, Brendan",Graduate Degree,Manual
11382,22381,8,"Patterson, Hunter",Graduate Degree,Manual
11385,22384,9,"Sanchez, Paige",Bachelors,Manual
11387,22386,33,"Gill, Jerome",Graduate Degree,Clerical
11388,22387,11,"Romero, Audrey",Graduate Degree,Clerical
11390,22389,9,"Luo, Edwin",Bachelors,Clerical
11391,22390,6,"Zheng, Kelvin",Bachelors,Clerical
11392,22391,34,"Watson, Angela",Partial College,Manual
11394,22393,10,"Perez, Chelsea",Partial College,Manual
11399,22398,13,"Moreno, Sheila",Partial College,Manual
11415,22414,13,"Wu, Eugene",Partial College,Manual
11416,22415,31,"Phillips, Natalie",Bachelors,Clerical
11433,22432,15,"Xie, Bridget",High School,Manual
11437,22436,22,"Raji, Roger",Bachelors,Clerical
11442,22441,8,"Torres, Andrea",Bachelors,Clerical
11445,22444,15,"Xie, Colin",Graduate Degree,Clerical
11448,22447,39,"Shan, Tara",Graduate Degree,Clerical
11451,22450,35,"Alvarez, Audrey",Graduate Degree,Skilled Manual
11454,22453,14,"Long, Dakota",Bachelors,Clerical
11456,22455,13,"Kapoor, Roy",Partial College,Manual
11460,22459,22,"Xu, Johnny",Partial College,Manual
11463,22462,24,"Chandra, Lydia",Partial College,Manual
11470,22469,7,"Moreno, Sabrina",Partial College,Manual
11474,22473,12,"Patel, Clifford",Bachelors,Clerical
11475,22474,15,"Zhu, Leah",Partial High School,Manual
11477,22476,34,"Martinez, Shane",High School,Manual
11478,22477,16,"Diaz, Kevin",High School,Manual
11479,22478,21,"Browning, Carolyn",Bachelors,Clerical
11480,22479,20,"Malhotra, Tammy",Bachelors,Skilled Manual
11482,22481,6,"Ortega, Erik",Bachelors,Skilled Manual
11483,22482,15,"Jenkins, Cassidy",Partial High School,Manual
11487,22486,22,"Ruiz, Jimmy",High School,Manual
11489,22488,37,"Patel, Frederick",Bachelors,Skilled Manual
11492,22491,29,"Nara, Jerry",High School,Manual
11493,22492,31,"She, Jorge",High School,Manual
11494,22493,28,"Sanz, Dwayne",High School,Manual
11495,22494,14,"Andersen, Jon",High School,Manual
11498,22497,36,"Gomez, Casey",Partial High School,Manual
11507,22506,7,"Prasad, Brenda",Partial College,Clerical
11508,22507,7,"Wang, Louis",Partial College,Clerical
11509,22508,10,"Huang, Jon",Bachelors,Skilled Manual
11510,22509,30,"Nara, Lacey",Bachelors,Skilled Manual
11515,22514,30,"Johnsen, Marvin",High School,Manual
11517,22516,20,"Ortega, Adrienne",Partial College,Clerical
11518,22517,8,"Adams, Luis",Partial College,Clerical
11520,22519,34,"Hughes, Logan",Bachelors,Skilled Manual
11522,22521,15,"Rivera, Christina",Partial College,Clerical
11523,22522,29,"Hayes, Benjamin",Partial College,Clerical
11524,22523,15,"Xu, Jon",Bachelors,Skilled Manual
11526,22525,35,"Gutierrez, Julio",Partial College,Clerical
11534,22533,13,"Liu, Jake",Partial High School,Manual
11538,22537,30,"Jenkins, Xavier",Partial High School,Manual
11542,22541,30,"Martinez, Stefanie",Partial College,Clerical
11544,22543,203,"Campbell, Jeremy",Graduate Degree,Skilled Manual
11547,22546,200,"Jones, Nicholas",High School,Skilled Manual
11548,22547,73,"Flores, Elijah",Graduate Degree,Skilled Manual
11549,22548,79,"Brooks, Angela",Graduate Degree,Skilled Manual
11550,22549,271,"Russell, Isabel",Graduate Degree,Skilled Manual
11552,22551,10,"Rubio, Andy",Graduate Degree,Clerical
11564,22563,33,"Weber, Darren",Partial College,Manual
11566,22565,15,"Subram, Brenda",Bachelors,Clerical
11569,22568,12,"Wu, Autumn",Graduate Degree,Clerical
11586,22585,25,"He, Kelvin",Graduate Degree,Clerical
11588,22587,10,"Alonso, Gina",Partial College,Manual
11591,22590,29,"Hughes, Oscar",Partial College,Manual
11592,22591,13,"Becker, Jon",Graduate Degree,Clerical
11598,22597,12,"Chandra, Rachael",Bachelors,Clerical
11599,22598,12,"Sanchez, Donald",Bachelors,Clerical
11607,22606,17,"Hernandez, Alfredo",Partial College,Manual
11608,22607,29,"Gonzalez, Whitney",Partial College,Manual
11610,22609,12,"Cai, Clarence",Bachelors,Clerical
11611,22610,12,"Chen, Brent",Bachelors,Clerical
11616,22615,20,"Xu, Misty",Bachelors,Clerical
11618,22617,7,"Nath, Andres",Graduate Degree,Clerical
11620,22619,13,"Hernandez, Robin",Graduate Degree,Skilled Manual
11621,22620,20,"Suri, Stefanie",Graduate Degree,Skilled Manual
11622,22621,32,"Davis, Xavier",Graduate Degree,Skilled Manual
11624,22623,6,"Suarez, Jamie",Partial College,Manual
11628,22627,25,"Sharma, Shawna",Partial College,Manual
11629,22628,24,"Lu, Marshall",Partial College,Manual
11634,22633,8,"Zhao, Claudia",Graduate Degree,Clerical
11639,22638,31,"Gutierrez, Kristi",Partial High School,Manual
11645,22644,13,"Ortega, Marc",Bachelors,Clerical
11651,22650,37,"Suri, Kristina",Bachelors,Clerical
11653,22652,39,"Shan, Gilbert",High School,Manual
11656,22655,8,"Young, Lucas",High School,Manual
11660,22659,8,"Luo, Shawna",High School,Manual
11661,22660,23,"Lopez, Monica",High School,Manual
11666,22665,8,"Diaz, Orlando",Bachelors,Professional
11667,22666,10,"Srini, Mayra",Bachelors,Professional
11675,22674,8,"Prasad, Troy",Partial College,Clerical
11678,22677,13,"Carlson, Reginald",Partial College,Clerical
11679,22678,8,"Lee, Sydney",Bachelors,Skilled Manual
11680,22679,10,"Dominguez, Derrick",Bachelors,Skilled Manual
11681,22680,30,"Suarez, Lee",Bachelors,Skilled Manual
11685,22684,13,"Cooper, Lauren",Bachelors,Skilled Manual
11686,22685,13,"Ma, Barbara",Partial College,Clerical
11689,22688,9,"Perez, Seth",Partial College,Clerical
11695,22694,24,"Kapoor, Molly",Partial College,Clerical
11700,22699,30,"Chande, Clarence",Partial High School,Manual
11701,22700,12,"Serrano, Gina",Partial High School,Manual
11702,22701,39,"Navarro, Anne",High School,Manual
11706,22705,12,"Kapoor, Adriana",Partial High School,Manual
11707,22706,13,"Ruth, Andy",Partial College,Clerical
11708,22707,29,"Russell, Haley",Partial College,Clerical
11711,22710,15,"Zhao, Trisha",Partial High School,Manual
11712,22711,15,"Hernandez, Isaiah",Partial College,Clerical
11717,22716,261,"Nelson, Caleb",Bachelors,Management
11718,22717,284,"Watson, Nicole",Partial College,Professional
11719,22718,45,"Simmons, Zachary",Bachelors,Management
11720,22719,57,"Brooks, Jesse",Bachelors,Management
11721,22720,70,"Alexander, Jonathan",Graduate Degree,Management
11722,22721,253,"Lin, Colleen",High School,Skilled Manual
11723,22722,48,"Fernandez, Tina",Bachelors,Professional
11724,22723,87,"Anderson, Alexander",Graduate Degree,Management
11725,22724,60,"Evans, Noah",Bachelors,Management
11726,22725,273,"Gonzales, Richard",Graduate Degree,Management
11727,22726,267,"Morris, Anna",Graduate Degree,Management
11728,22727,257,"She, Jodi",Graduate Degree,Management
11730,22729,64,"Nelson, Seth",Bachelors,Management
11732,22731,66,"Henderson, Brandon",Bachelors,Management
11734,22733,257,"Powell, Alexandria",Bachelors,Management
11735,22734,81,"Adams, Maria",Partial High School,Clerical
11736,22735,198,"Jones, Katherine",High School,Professional
11737,22736,281,"Morgan, Katherine",High School,Professional
11738,22737,45,"Sai, Heidi",Bachelors,Management
11739,22738,75,"Diaz, Haley",Bachelors,Management
11741,22740,45,"Rogers, Kimberly",High School,Professional
11742,22741,253,"He, Darryl",High School,Professional
11743,22742,196,"Nelson, Nathan",High School,Professional
11744,22743,267,"Murphy, Kaylee",High School,Professional
11745,22744,57,"Wright, Edward",High School,Professional
11746,22745,88,"Patterson, Alexandria",High School,Professional
11747,22746,57,"Zhang, Erica",Bachelors,Management
11748,22747,63,"Martinez, Brianna",Bachelors,Management
11750,22749,272,"Patterson, Miranda",Bachelors,Management
11751,22750,60,"Gonzalez, Jesse",Bachelors,Management
11752,22751,61,"Rodriguez, Samuel",Bachelors,Management
11753,22752,200,"Brown, Daniel",Bachelors,Management
11754,22753,203,"Morgan, Hailey",Partial College,Professional
11755,22754,269,"Foster, Robert",Partial College,Professional
11757,22756,45,"Nath, Jon",Partial College,Professional
11758,22757,72,"Peterson, Savannah",Partial College,Professional
11759,22758,198,"Jackson, Katherine",Partial College,Professional
11760,22759,271,"Ramirez, Julia",Partial College,Professional
11761,22760,271,"Chen, Hunter",Partial College,Professional
11762,22761,275,"Price, Eduardo",Partial College,Professional
11763,22762,275,"Diaz, Melissa",Partial College,Professional
11764,22763,276,"Gonzalez, Rebecca",Partial College,Professional
11765,22764,286,"Brooks, Chase",Partial College,Professional
11767,22766,272,"Hayes, Cassidy",Partial College,Professional
11768,22767,206,"Hernandez, Luis",Partial College,Professional
11769,22768,47,"Zhang, Aaron",Bachelors,Management
11770,22769,70,"Martin, Benjamin",Partial College,Professional
11771,22770,76,"Morgan, Chloe",Partial College,Professional
11774,22773,255,"Zhang, Autumn",Partial College,Professional
11775,22774,262,"Alexander, Caleb",Partial College,Professional
11776,22775,57,"Martinez, Madison",Partial College,Professional
11777,22776,66,"Perry, Julia",Partial College,Professional
11778,22777,261,"Garcia, Tyler",High School,Professional
11779,22778,44,"Dominguez, Monique",Partial College,Professional
11780,22779,45,"Ruiz, Lance",Partial College,Professional
11781,22780,70,"Rogers, Jennifer",Partial College,Professional
11782,22781,77,"Powell, Hunter",Partial College,Professional
11783,22782,82,"Wood, Dakota",Partial College,Professional
11784,22783,268,"Green, Isaac",Partial High School,Skilled Manual
11785,22784,71,"Jackson, Nicholas",Partial High School,Skilled Manual
11787,22786,258,"Goldstein, Wyatt",Partial High School,Skilled Manual
11788,22787,88,"Sanchez, Andrea",Partial High School,Skilled Manual
11789,22788,86,"Jenkins, Jordan",Partial High School,Skilled Manual
11790,22789,80,"Taylor, Richard",Partial High School,Skilled Manual
11791,22790,83,"Phillips, Luke",Partial High School,Skilled Manual
11792,22791,53,"Jenkins, Taylor",High School,Professional
11793,22792,203,"Carter, Thomas",Partial College,Professional
11794,22793,286,"Jenkins, Antonio",Partial College,Professional
11798,22797,26,"She, Leonard",Partial College,Professional
11802,22801,22,"Raje, Alicia",Partial College,Professional
11803,22802,15,"Van, Ann",Partial High School,Professional
11804,22803,32,"Shan, Marshall",Partial College,Professional
11805,22804,13,"Butler, Kelly",Partial College,Professional
11806,22805,22,"Goel, Cristina",Bachelors,Management
11807,22806,37,"Sun, Crystal",Partial College,Professional
11810,22809,15,"Sara, Martin",Partial College,Professional
11811,22810,30,"Sanchez, Nathaniel",Partial College,Professional
11816,22815,13,"Wang, Margaret",Bachelors,Management
11817,22816,18,"Cai, Erica",Bachelors,Management
11818,22817,21,"Nath, Calvin",Bachelors,Management
11822,22821,16,"Munoz, Wendy",Partial College,Professional
11831,22830,13,"Travers, Lee",Partial College,Management
11835,22834,12,"Zhou, Darryl",Partial High School,Professional
11836,22835,25,"Zhang, Alan",Partial High School,Professional
11837,22836,39,"Sai, Michele",Partial High School,Professional
11862,22861,199,"Hughes, Devin",Partial College,Professional
11863,22862,45,"Navarro, Derrick",Bachelors,Management
11864,22863,199,"Thomas, Hunter",Partial College,Professional
11865,22864,265,"Hall, Mason",Partial College,Professional
11866,22865,57,"Hall, Stephanie",Graduate Degree,Management
11867,22866,30,"Thompson, William",Partial College,Clerical
11868,22867,34,"Ruiz, Max",Partial High School,Manual
11872,22871,284,"Coleman, David",Partial College,Skilled Manual
11873,22872,258,"Bailey, Sara",Partial College,Skilled Manual
11874,22873,44,"Williams, Robert",Partial College,Skilled Manual
11875,22874,258,"Anand, Drew",High School,Skilled Manual
11876,22875,63,"Russell, Robert",High School,Skilled Manual
11877,22876,74,"Campbell, Jenna",High School,Skilled Manual
11879,22878,205,"Ross, Angelica",Partial College,Skilled Manual
11880,22879,60,"Russell, Jocelyn",Partial College,Skilled Manual
11881,22880,198,"Harris, Ashley",High School,Skilled Manual
11884,22883,201,"Morgan, Xavier",Partial College,Skilled Manual
11885,22884,204,"Richardson, Danielle",Partial College,Skilled Manual
11886,22885,286,"Henderson, Caleb",Graduate Degree,Professional
11887,22886,64,"King, Andrea",Graduate Degree,Professional
11888,22887,75,"Richardson, Mason",Partial College,Skilled Manual
11889,22888,271,"Long, Abigail",Partial College,Skilled Manual
11891,22890,80,"Hall, Alexis",Bachelors,Professional
11892,22891,65,"Gonzalez, Andrea",Bachelors,Professional
11893,22892,60,"Mitchell, Timothy",Graduate Degree,Professional
11895,22894,59,"Ramirez, Danielle",Graduate Degree,Professional
11897,22896,262,"Miller, Logan",Bachelors,Professional
11898,22897,272,"Ramirez, Arianna",Bachelors,Professional
11899,22898,61,"Washington, Melanie",Bachelors,Professional
11900,22899,61,"Carter, Charles",Bachelors,Professional
11901,22900,206,"Li, Hunter",Bachelors,Professional
11903,22902,255,"Madan, Pedro",Graduate Degree,Professional
11968,22967,271,"Smith, Rachel",High School,Skilled Manual
11969,22968,273,"Perez, Logan",High School,Skilled Manual
11971,22970,255,"Phillips, Mary",High School,Skilled Manual
11973,22972,206,"James, Bailey",High School,Skilled Manual
11978,22977,79,"Patterson, Ian",High School,Skilled Manual
11980,22979,48,"Hernandez, Theodore",Partial High School,Clerical
11981,22980,44,"Washington, Oscar",High School,Skilled Manual
11982,22981,204,"Flores, Amanda",High School,Skilled Manual
11983,22982,58,"Miller, Madison",High School,Skilled Manual
11985,22984,255,"Robinson, Cameron",High School,Skilled Manual
11986,22985,261,"Phillips, Hailey",High School,Skilled Manual
11990,22989,57,"Butler, Megan",Partial College,Skilled Manual
11991,22990,69,"Stewart, Alyssa",Partial College,Skilled Manual
11992,22991,56,"Jenkins, Morgan",Partial College,Skilled Manual
11993,22992,267,"Yang, Austin",Partial College,Skilled Manual
11994,22993,78,"Sanchez, Xavier",Partial College,Skilled Manual
11995,22994,271,"Allen, Chloe",Bachelors,Management
11998,22997,255,"Williams, Lucas",Bachelors,Management
12000,22999,68,"Hill, Jackson",Bachelors,Management
12001,23000,199,"Henderson, Victoria",Graduate Degree,Management
12002,23001,196,"Munoz, Julio",Bachelors,Management
12003,23002,255,"Hernandez, Arthur",Partial College,Skilled Manual
12005,23004,48,"Fernandez, Raymond",Graduate Degree,Management
12006,23005,203,"Sharma, Luke",High School,Skilled Manual
12007,23006,60,"Lee, Seth",Partial College,Skilled Manual
12008,23007,66,"Sanchez, Isaac",Partial College,Skilled Manual
12012,23011,45,"Rivera, Isaiah",Partial College,Skilled Manual
12016,23015,56,"Rivera, Juan",Graduate Degree,Skilled Manual
12017,23016,45,"Powell, Victoria",Graduate Degree,Skilled Manual
12018,23017,255,"Rai, Alison",Graduate Degree,Skilled Manual
12019,23018,274,"White, Richard",Graduate Degree,Skilled Manual
12020,23019,76,"Garcia, Emma",Graduate Degree,Skilled Manual
12021,23020,267,"Jones, Hannah",Partial College,Professional
12022,23021,44,"Mehta, Stefanie",Partial College,Professional
12024,23023,255,"Vazquez, Naomi",Partial College,Professional
12025,23024,200,"Davis, Emma",Partial College,Professional
12026,23025,284,"Richardson, Richard",Partial College,Professional
12027,23026,63,"Rogers, Jessica",Partial College,Professional
12028,23027,71,"Griffin, Fernando",Bachelors,Management
12029,23028,77,"Taylor, Anna",Bachelors,Management
12030,23029,255,"Ross, Ian",Partial College,Professional
12031,23030,204,"Jenkins, Aidan",High School,Professional
12032,23031,277,"Morgan, Brooke",High School,Professional
12033,23032,67,"Parker, Jesse",Bachelors,Management
12034,23033,67,"Turner, Alex",Bachelors,Management
12035,23034,71,"Cooper, Melanie",Bachelors,Management
12036,23035,74,"Howard, Maria",Bachelors,Management
12037,23036,79,"Green, Caleb",Bachelors,Management
12038,23037,276,"Wood, Lucas",Partial High School,Skilled Manual
12039,23038,274,"Reed, Sydney",High School,Professional
12040,23039,56,"Scott, Wyatt",High School,Professional
12047,23046,196,"Malhotra, Pamela",Partial College,Professional
12048,23047,53,"Xu, Valerie",Graduate Degree,Management
12050,23049,196,"Moreno, Gina",Graduate Degree,Management
12051,23050,204,"Hall, Jack",Graduate Degree,Management
12052,23051,205,"Green, Jesse",Graduate Degree,Management
12053,23052,73,"Stewart, Steven",Graduate Degree,Management
12054,23053,267,"Bailey, Anna",High School,Professional
12055,23054,269,"Moore, David",High School,Professional
12056,23055,203,"Diaz, Seth",Partial College,Professional
12057,23056,66,"Perry, Alyssa",High School,Professional
12059,23058,48,"Rivera, Michelle",Graduate Degree,Management
12060,23059,205,"Price, Spencer",Graduate Degree,Management
12061,23060,77,"Long, Isabella",Partial College,Professional
12062,23061,73,"Sanders, Jeremiah",Partial College,Professional
12063,23062,200,"Reed, Natalie",Graduate Degree,Management
12064,23063,72,"Thompson, Jennifer",Graduate Degree,Management
12065,23064,255,"Rodriguez, Alexander",Graduate Degree,Management
12066,23065,255,"Nath, Derek",Graduate Degree,Management
12067,23066,44,"Lal, Austin",Graduate Degree,Management
12068,23067,48,"Pal, Kelli",Graduate Degree,Management
12069,23068,53,"Shan, Ryan",Graduate Degree,Management
12070,23069,45,"Gray, Anna",Graduate Degree,Management
12072,23071,57,"Gonzales, Haley",Graduate Degree,Management
12073,23072,255,"Srini, Toni",Bachelors,Management
12074,23073,273,"Griffin, Christian",Bachelors,Management
12076,23075,44,"Sandberg, Rebekah",Graduate Degree,Management
12077,23076,46,"Brooks, Adrian",Graduate Degree,Management
12081,23080,68,"Barnes, Jocelyn",Partial College,Skilled Manual
12082,23081,78,"Powell, Brandon",Partial College,Skilled Manual
12083,23082,85,"Williams, Jonathan",Partial College,Skilled Manual
12089,23088,255,"Hu, Wesley",Partial High School,Clerical
12090,23089,265,"Walker, Lucas",Partial College,Skilled Manual
12091,23090,268,"Lee, Christopher",Partial College,Skilled Manual
12092,23091,66,"Peterson, Richard",Partial College,Skilled Manual
12093,23092,73,"Brooks, Gabrielle",Partial College,Skilled Manual
12094,23093,80,"Parker, Nathan",Partial College,Skilled Manual
12109,23108,262,"Wright, Savannah",Partial College,Skilled Manual
12110,23109,206,"Hughes, Lauren",High School,Skilled Manual
12111,23110,63,"Gonzalez, Mackenzie",Partial College,Skilled Manual
12112,23111,69,"Wright, Sara",Partial College,Skilled Manual
12131,23130,59,"Russell, Lauren",Bachelors,Management
12136,23135,45,"Clark, Dylan",Partial College,Professional
12137,23136,57,"Peterson, Stephanie",Bachelors,Management
12139,23138,46,"Peterson, Angela",Partial College,Professional
12140,23139,53,"Yang, Christian",High School,Professional
12141,23140,258,"Lee, Tyler",High School,Professional
12142,23141,205,"Long, Katherine",Partial College,Professional
12143,23142,196,"Wu, Cara",Partial College,Professional
12144,23143,265,"Phillips, Jada",Bachelors,Skilled Manual
12145,23144,269,"Alexander, Zachary",Bachelors,Skilled Manual
12146,23145,57,"Xie, Nichole",Graduate Degree,Professional
12147,23146,86,"Clark, Sarah",Graduate Degree,Professional
12148,23147,74,"Smith, Wyatt",Bachelors,Skilled Manual
12149,23148,286,"Ross, Nathan",Bachelors,Skilled Manual
12150,23149,57,"Rubio, Brandi",Bachelors,Skilled Manual
12151,23150,72,"Allen, Gabriella",Bachelors,Skilled Manual
12152,23151,201,"Brown, Michael",Bachelors,Skilled Manual
12157,23156,204,"Barnes, Samantha",Graduate Degree,Professional
12158,23157,196,"Gao, Valerie",Graduate Degree,Professional
12159,23158,269,"Patterson, Ana",Graduate Degree,Professional
12160,23159,46,"Phillips, Dalton",Graduate Degree,Professional
12161,23160,48,"Huang, Aimee",Graduate Degree,Professional
12162,23161,72,"Scott, Samuel",Graduate Degree,Professional
12163,23162,78,"Flores, Sarah",Graduate Degree,Professional
12164,23163,86,"Ross, Madison",Graduate Degree,Professional
12166,23165,88,"Mitchell, Natalie",Graduate Degree,Professional
12167,23166,64,"Ward, Cody",High School,Skilled Manual
12168,23167,269,"Jenkins, Hailey",Bachelors,Skilled Manual
12169,23168,205,"Hayes, Mya",Bachelors,Skilled Manual
12170,23169,255,"Andersen, Corey",Bachelors,Skilled Manual
12171,23170,47,"Jai, Aaron",Bachelors,Skilled Manual
12172,23171,58,"Griffin, Ethan",Bachelors,Professional
12174,23173,269,"Rodriguez, Nathan",Graduate Degree,Professional
12175,23174,46,"Gonzales, Gloria",Graduate Degree,Professional
12176,23175,78,"Flores, Melanie",Graduate Degree,Professional
12177,23176,79,"Ward, Jesse",Bachelors,Skilled Manual
12178,23177,199,"Richardson, Savannah",Bachelors,Skilled Manual
12179,23178,272,"Morris, Dalton",Bachelors,Skilled Manual
12180,23179,272,"Phillips, Jordan",Bachelors,Skilled Manual
12181,23180,269,"Cook, Olivia",Graduate Degree,Professional
12182,23181,255,"Evans, Evan",Graduate Degree,Professional
12183,23182,61,"Rivera, Savannah",Graduate Degree,Professional
12184,23183,76,"Davis, Megan",Graduate Degree,Professional
12185,23184,72,"Carter, Hailey",Graduate Degree,Professional
12186,23185,70,"Edwards, Fernando",Graduate Degree,Professional
12187,23186,71,"Young, Jordan",Graduate Degree,Professional
12188,23187,257,"Munoz, Andy",Graduate Degree,Professional
12189,23188,272,"Jai, Austin",Graduate Degree,Professional
12190,23189,86,"Moore, Megan",Graduate Degree,Professional
12191,23190,44,"Ramirez, Nathaniel",Partial High School,Clerical
12192,23191,258,"Raji, Gilbert",Bachelors,Professional
12193,23192,77,"Garcia, Emily",Bachelors,Professional
12194,23193,253,"Flores, Alexis",Bachelors,Skilled Manual
12195,23194,59,"Cook, Shelby",Bachelors,Skilled Manual
12196,23195,203,"Mohamed, Xavier",Bachelors,Skilled Manual
12198,23197,71,"Cook, Cole",Bachelors,Skilled Manual
12199,23198,196,"Sanders, Jacqueline",Bachelors,Skilled Manual
12200,23199,284,"Hayes, Brandon",Bachelors,Skilled Manual
12201,23200,265,"Rodriguez, Grace",Bachelors,Skilled Manual
12202,23201,69,"Butler, Alyssa",Bachelors,Skilled Manual
12203,23202,255,"Chandra, Terrance",Bachelors,Skilled Manual
12204,23203,275,"Jenkins, Dalton",Bachelors,Skilled Manual
12205,23204,279,"Mitchell, Katherine",Bachelors,Professional
12206,23205,47,"Sanders, Katherine",Bachelors,Professional
12207,23206,87,"Lal, Jackson",Bachelors,Professional
12208,23207,87,"Baker, Dalton",Bachelors,Skilled Manual
12211,23210,57,"Gray, Timothy",Bachelors,Professional
12212,23211,196,"Kovár, Rebekah",Bachelors,Professional
12213,23212,62,"Jones, James",Bachelors,Professional
12214,23213,70,"Green, Noah",Bachelors,Professional
12215,23214,68,"James, Kaylee",Bachelors,Professional
12216,23215,79,"Richardson, Juan",Bachelors,Professional
12217,23216,88,"Hall, Kevin",Graduate Degree,Professional
12218,23217,77,"Morgan, Michelle",Graduate Degree,Professional
12219,23218,9,"Gao, Alisha",High School,Manual
12222,23221,11,"Rai, Leonard",Partial High School,Manual
12227,23226,14,"Xie, Leonard",High School,Manual
12229,23228,12,"Guo, Candice",Partial High School,Manual
12230,23229,23,"Raje, Deborah",Partial High School,Manual
12234,23233,10,"Sharma, Bradley",Partial College,Clerical
12235,23234,10,"Lu, Brent",Partial College,Clerical
12238,23237,16,"Young, Caleb",Partial College,Clerical
12239,23238,47,"Lee, Thomas",Partial College,Clerical
12240,23239,45,"Wu, Curtis",Partial College,Clerical
12241,23240,257,"Chapman, Phillip",Partial College,Clerical
12242,23241,257,"Torres, Armando",Partial College,Clerical
12249,23248,275,"Peterson, Bailey",High School,Manual
12250,23249,257,"Nara, Tasha",High School,Manual
12251,23250,268,"Lee, Ashley",High School,Manual
12252,23251,276,"Scott, Evan",High School,Manual
12253,23252,76,"Wood, Alexia",High School,Manual
12255,23254,53,"Gonzalez, Jack",High School,Manual
12257,23256,44,"Chande, Mario",High School,Clerical
12259,23258,86,"Watson, Megan",High School,Clerical
12260,23259,272,"Taylor, John",High School,Clerical
12261,23260,196,"Goel, Edwin",High School,Clerical
12262,23261,265,"Peterson, Jada",High School,Clerical
12263,23262,198,"Kelly, Sydney",High School,Clerical
12264,23263,258,"Lopez, Angel",High School,Skilled Manual
12272,23271,46,"Clark, Alexandra",High School,Skilled Manual
12273,23272,70,"Hayes, Tristan",High School,Skilled Manual
12274,23273,281,"Long, Benjamin",High School,Skilled Manual
12275,23274,276,"Jackson, Ethan",High School,Skilled Manual
12276,23275,71,"Jackson, Miguel",High School,Skilled Manual
12277,23276,44,"Zhou, Vincent",High School,Skilled Manual
12278,23277,78,"Torres, Isaiah",High School,Skilled Manual
12279,23278,58,"Flores, Chloe",High School,Skilled Manual
12281,23280,202,"Alexander, Hannah",High School,Skilled Manual
12283,23282,201,"James, Ariana",Partial College,Clerical
12286,23285,257,"Luo, Latoya",Graduate Degree,Skilled Manual
12287,23286,78,"Bell, Taylor",Graduate Degree,Skilled Manual
12288,23287,64,"Kelly, Juan",Partial College,Clerical
12289,23288,76,"Evans, Eduardo",Graduate Degree,Skilled Manual
12290,23289,206,"Robinson, Justin",Graduate Degree,Skilled Manual
12292,23291,201,"Evans, Timothy",Graduate Degree,Skilled Manual
12293,23292,267,"Russell, Jose",Graduate Degree,Skilled Manual
12294,23293,88,"Peterson, Kaylee",Graduate Degree,Skilled Manual
12295,23294,255,"Chen, Suzanne",Graduate Degree,Skilled Manual
12296,23295,44,"Torres, Jaime",Graduate Degree,Skilled Manual
12297,23296,44,"Mehta, Molly",Partial College,Clerical
12298,23297,46,"Gomez, Tyrone",Partial College,Clerical
12299,23298,267,"Martinez, Robert",Graduate Degree,Skilled Manual
12300,23299,255,"Jimenez, Kristy",Partial College,Skilled Manual
12301,23300,281,"Henderson, Julia",Bachelors,Management
12302,23301,47,"Anderson, Noah",Bachelors,Management
12303,23302,272,"Walker, Fernando",High School,Skilled Manual
12304,23303,203,"Lal, Connor",High School,Skilled Manual
12305,23304,63,"Simmons, Jordan",Partial College,Skilled Manual
12320,23319,83,"Green, Luis",Partial College,Skilled Manual
12327,23326,44,"Ye, Tiffany",Partial High School,Clerical
12328,23327,59,"Moore, Madison",Partial College,Skilled Manual
12329,23328,61,"Butler, Julian",Partial College,Skilled Manual
12334,23333,196,"Sun, Steve",Partial College,Skilled Manual
12335,23334,269,"Wilson, Brandon",High School,Skilled Manual
12336,23335,281,"Robinson, James",High School,Skilled Manual
12337,23336,56,"Bryant, Jocelyn",High School,Skilled Manual
12338,23337,88,"Green, Isaiah",Partial College,Skilled Manual
12339,23338,65,"Jenkins, Lucas",Partial College,Skilled Manual
12340,23339,258,"Reed, Zoe",Partial College,Skilled Manual
12341,23340,58,"Collins, Mackenzie",Partial College,Professional
12342,23341,257,"Chen, Kelvin",Partial College,Professional
12343,23342,53,"She, Cristina",Partial College,Professional
